RMBI 3020	Practicing Risk Management using Case Studies	3
RMBI 3110	Introduction to Risk Management and Business Intelligence	3
RMBI 4000	Special Topics in Risk Management and Business Intelligence	1-4
RMBI 4210	Quantitative Methods for Risk Management	3
RMBI 4220	Life Contingencies Models and Insurance Risk	3
RMBI 4310	Advanced Data Mining for Risk Management and Business Intelligence	3
RMBI 4980	Risk Management and Business Intelligence Capstone Project I	4
RMBI 4990	Risk Management and Business Intelligence Capstone Project II	4
SBMT 1100	Business Study Trip	0-1
SBMT 1111	Business Student Induction	0
SBMT 2100-2110	Community Services Project	1-4
SBMT 2200	Social Enterprise Internship Program	1-4
SBMT 2900	Special Topics in Business and Management	0-4
SBMT 3100	Business Field Study Fundamentals	1-4
SBMT 3200-3210	Corporate Project	1-4
SBMT 3300	Business Competitions	1
SBMT 4000	SBM Undergraduate Honors Research Project	6
SCIE 1000	Science School Induction	0
SCIE 1010	Enrichment Project	0-3
SCIE 1030	Special Topics	1-4
SCIE 1080	Development and Management on Science Activities	1-2
SCIE 1090	Community Services Project	1-4
SCIE 1100	Career Building for Science Students	1
SCIE 1102	Designing Your Life for Science Students	1
SCIE 1110	Great Ideas in Science	3
SCIE 1120	Chemistry and Life	3
SCIE 1130	Scientific Understanding of Our World	1
SCIE 1500	Guided Study on Research I	1
SCIE 2500	Guided Study on Research II	1
SCIE 3110	Teaching Science Using Innovative Teaching Tools	3
SCIE 3500	IRE Research Project I	3
SCIE 3900	International Research Experience	3
SCIE 4500	IRE Research Project II	3
SCIE 4860	Young Entrepreneurial Syndicate in Applied Sciences Project	3
SGFN 4733	Green Finance Case Analyses	3
SHSS 1020	Humanities and Social Science Internship	1-2
SHSS 1030	Career Building for GCS and QSA Students	1
SHSS 1040	Service Learning in the Humanities and Social Science	1-4
SHSS 1050	Humanities and Social Science Co-op Program	3
SHSS 3010	SHSS Independent Study	1-2
SHSS 4991	Capstone Project	3
SHSS 4992	Honors Thesis	6
SHSS 4993	Honors Research	3
SISP 1001	Innovation in STEM Projects	1
SISP 1101	Appreciation of Our Nature	1
SISP 1102	Chemistry in the Modern World	1
SISP 1103	Introductory Game Theory	1
SISP 1104	Calculus: the First Steps	1
SISP 1105	The Physics of Everyday Life	1
SISP 1106	Combinatorics: The Art of Counting and Its Applications	1
SISP 1107	Amazing Innovations in Biotechnology	1
SISP 1108	A First Step to Data Science with Python	1
SISP 1109	A Logical Approach to Organic Chemistry	1
SISP 1110	Fundamentals of Neuroscience	1
SISP 1111	Physics in Movies	1
SISP 1112	Matrix Algebra	1
SISP 1113	Human Body and Diseases	1
SISP 1114	Mathematical Wonders in Biology	1
SISP 1115	Microbial Control in Health and the Environment	1
SISP 1301	The Fascinating World of Multimedia and Its Processing	1
SISP 1302	Fundamentals of Robot Control and Action	1
SISP 1303	Intelligent Sensing Technologies	1
SISP 1304	Making Smart Decisions in Daily Lives with Engineering Ideas	1
SISP 1305	Internet Game Development for Beginners	1
SISP 1306	Development of Great Structures throughout Civilisation	1
SISP 1307	Better Environment: The Technology Behind the Stories	1
SISP 1308	The Electric Vehicle: Technology and Expectations in the Automobile Age	1
SISP 1309	Renewal Energy Applications: Wind Power for Lighting	1
SISP 1310	Engineering and Environment	1
SISP 1311	Acoustic Waves and Intelligent Fluid Systems	1
SISP 1312	Developing Android Applications for Beginners	1
SISP 1313	Introduction to Computer-Aided Design and Manufacturing	1
SISP 1314	Engineering Design of Solar Car	1
SISP 1315	Solid Waste : Our Valuable Resource, Renewable Energy and Environmental Business	1
SISP 1316	Tall Buildings and Long-span Bridges: Structures and Aesthetics	1
SISP 1317	Water, You and Environment	1
SISP 1318	Making a Smart Garbage Bin by Internet of Things Technology	1
SISP 1501	Accounting as a Language of Business	1
SISP 1502	Information Systems for Business Innovation	1
SISP 1503	Price Theory and Its Applications	1
SISP 1504	The World of Marketing	1
SISP 1505	Becoming an Effective Decision Maker	1
SISP 1506	Managing Business Operations for Competitive Advantage	1
SISP 1507	Effective Management for Results	1
SISP 1508	Understanding Finance	1
SISP 1509	Social Media in Business	1
SISP 1510	Statistics for Business and Policy Analysis	1
SISP 1511	Deep Learning Business Applications	1
SISP 1512	The Art of Negotiation	1
SISP 1513	Managing Risk in Business and Daily Life	1
SISP 1701	Appreciation of Western Architecture	1
SISP 1702	History that High-School Textbooks Never Touched: Violence, Sins, "Great" Men in China, 1800s-1930s	1
SISP 1703	Psychology and Personal Growth	1
SISP 1704	Humanities and Leadership	1
SISP 1705	Introduction to Musical Theatre	1
SISP 1706	Understanding Society	1
SISP 1707	The Story of Canto-Pop	1
SISP 1708	Exploring Music and Film	1
SISP 1709	Introducing Music Theory	1
SISP 1710	Creativity and Innovation	1
SISP 1711	Science, Technology and Public Health	1
SISP 1712	The "Belt and Road" Initiative	1
SISP 1713	Will Technology Replace Us?	1
SISP 1714	Population Studies	1
SISP 1901	Greening Business: Challenges and Opportunities	1
SOSC 1000-1010	Special Topics	1-4
SOSC 1050	Introduction to Social Science Research	3
SOSC 1100	Quantitative Data Analysis for Social Research I	3
SOSC 1110	Data Analysis for Quantitative Social Research	3
SOSC 1150	Science, Technology and Work	3
SOSC 1190	China and the World:  China's Development in Historical and Comparative Perspectives	3
SOSC 1270	International Law	3
SOSC 1300	The World of Politics	3
SOSC 1309	Making Sense of Government and Politics	3
SOSC 1350	Contemporary China: Continuity and Change	3
SOSC 1359	China: Development and Transformations	3
SOSC 1400	Hong Kong and the Greater Bay Area	3
SOSC 1420	Poverty	3
SOSC 1440	Introduction to Economics	3
SOSC 1449	Understanding Our Economy	3
SOSC 1450	Introduction to Comparative Politics	3
SOSC 1470	The Economic and Political Development of Modern Japan	3
SOSC 1510	Politics Through Film	3
SOSC 1661	Contemporary Hong Kong: Government & Politics	3
SOSC 1662	Contemporary Hong Kong Society	3
SOSC 1700	What Is Democracy?	3
SOSC 1780	Population and Development in China	3
SOSC 1840	Government, Law and Society in China	3
SOSC 1850	Understanding Society	3
SOSC 1859	Exploring Society	3
SOSC 1860	Population and Society	3
SOSC 1960	Introduction to Psychology	3
SOSC 1969	Discovering Mind and Behavior	3
SOSC 1980	Psychology of Personal Growth	3
SOSC 1990	Research Methods in Psychological Science	3
SOSC 2000	Special Topics	1-4
SOSC 2130	Education and Society	3
SOSC 2140	Research Methods in the Social Sciences	3
SOSC 2210	Social Psychology	3
SOSC 2240	Biological Psychology	3
SOSC 2250	Cognitive Psychology	3
SOSC 2290	Understanding Globalization	3
SOSC 2299	The Rise and Fall of Globalization	3
SOSC 2310	Introductory Environmental and Health Economics	3
SOSC 2320	Exploring Political Theory	3
SOSC 2330	Environmental Politics and Policy	3
SOSC 2400	Quantitative Data Analysis for Social Research II	3
SOSC 2740	Gender and Society	3
SOSC 2800	Cognitive Science	3
SOSC 2888	Special Topics in Psychology	1-4
SOSC 2980	Personality Psychology	3
SOSC 2990	Developmental Psychology	3
SOSC 3000	Special Topics	1-4
SOSC 3001	Understanding China, 1700-2000: A Data Analytic Approach	3
SOSC 3010	Special Topics	3
SOSC 3120	Economic Development	3
SOSC 3130	Hong Kong Culture	3
SOSC 3180	Political Issues in Hong Kong from a Comparative Perspective	3
SOSC 3200	Quantitative Social Analysis Colloquium	1
SOSC 3240	Application of Geographical Information Systems	3
SOSC 3250	Gender and Development	3
SOSC 3520	Understanding Comparative Politics	3
SOSC 3530	Social Movements and Contentious Politics	3
SOSC 3540	Environmental Psychology	3
SOSC 3550	Educational Psychology	3
SOSC 3600	Public Policy Analysis	3
SOSC 3630	Democracy and Democratization around the World	3
SOSC 3700	Quantitative Social Analysis Practicum	1
SOSC 3720	Introduction to Social Network Analysis	3
SOSC 3800	Ethics, Emerging Technologies and Public Policy	3
SOSC 3850	Ethics and Public Affairs	3
SOSC 3880	Social Inequality and Social Mobility	3
SOSC 3888	Special Topics in Psychology	1-4
SOSC 3900	Abnormal Psychology	3
SOSC 3990	Health Psychology	3
SOSC 4000	Special Topics	1-4
SOSC 4100	Research Pro-seminar	1
SOSC 4110	Capstone Project	3
SOSC 4250	Experiments and Quasi-experiments in the Social Sciences	3
SOSC 4260	China's Economic Transformation	3
SOSC 4280	China in the Global Political Economy	3
SOSC 4290	China's Sustainable Development	3
SOSC 4300	Computational Social Science	3
SOSC 4310	Chinese Capitalism: Historical and Comparative Perspectives	3
SOSC 4330	Quantitative Data Analysis for Social Research III	3
SOSC 4500	The Politics of the State	3
SOSC 4600	Understanding Chinese Politics	3
SUST 1000	Sustainability Fundamentals	3
SUST 1001	Special Topics in Sustainability	1-4
SUST 1010	Introduction to Sustainability	3
SUST 1020	Climate Films and Sustainable Future	3
SUST 1101	Environmental, Social, and Governance Fundamentals	3
SUST 2001	Special Topics in Sustainability	1-4
SUST 3001	Special Topics in Sustainability	1-4
SUST 4001	Special Topics in Sustainability	1-4
TEMG 1010	T&M Professional Activities	0
TEMG 3950	T&M Case Analysis and Product Innovation	3
TEMG 4000	Special Topics	0-4
TEMG 4940	T&M Prototyping and Research Project	3-5
TEMG 4950	T&M Corporate Consulting Project	3-5
TEMG 4970	T&M IBPC Startup Project	1-5
UCOP 3200	Design for Global Health	3
UPOP 1920	Career Readiness Training Program	1
UROP 1000	Undergraduate Research Opportunities	0
UROP 1100	Undergraduate Research Opportunities Series 1	1
UROP 2100	Undergraduate Research Opportunities Series 2	1
UROP 3100	Undergraduate Research Opportunities Series 3	1
UROP 3200	Undergraduate Research Opportunities with Mini-conference Experience	1
UROP 4100	Undergraduate Research Opportunities Series 4	1
UTOP 2910	Pathways to Teaching for Future Educators	3
WBBA 2000	Special Topics in World Business	0-4
WBBA 2010	Understanding Business in Asia	2
WBBA 2020	Seminars in Asia's Business	1
WBBA 2030	Effective Communication in Business	3
WBBA 2080	Doing Business in Asia	3
WBBA 4010	Capstone Project	4
